# Estimated CEFR levels — OURS, not a published wordlist.
#
# Produced 2026-07-26 by independent raters over the cards that carry no
# published level and sit at zipf >= 3.0. Calibrated first against 420 cards
# that DO carry one (six raters, blind): 38 % exact, 91 % within one step,
# 91 % on the 'core vocabulary or beyond' boundary — against 26 / 76 / 71 %
# for deriving the level from frequency, the rule `info/PLANS.md` pt.3
# measured and rejected.
#
# Read that shape before using this file. The exact step is weak and the
# raters lean about a third of a level EASY. What is strong is the one
# boundary an official list attests, and on the Goethe half of the sample
# the estimate never once called a word 'core' that the list placed above.
#
# Per-level precision on words absent from the Goethe list (n=235): a1 83 %,
# a2 73 %, b2 39 %, c2 36 %, c1 26 %, b1 13 %. `b1` is the dumping ground.
#
# Consumed by vocab/levels.py into `cards.level_est` — never into `level`,
# and never into `band`, which picks one of 15 hand-painted brushes.
#
# lemma	level	conf
Saat	b1	low
Saatgut	b1	low
Sabbat	b2	high
Sabotage	b1	high
Sachbearbeiter	b1	low
Sachbeschädigung	b2	high
Sachbuch	a2	high
Sachlage	b2	low
Sachlichkeit	b2	high
Sachschaden	b2	high
Sachse	b1	high
Sachverstand	b2	high
Sachverständiger	c1	high
Sackgasse	b1	high
Safari	a1	high
Safari-Stil	b2	low
Safari-Urlaub	a2	high
Safe	a2	high
Safety	c2	high
Safety-Car	c1	low
Saga	b1	high
Sage	b1	low
Sager	b2	low
Saisonauftakt	b1	high
Saisonbeginn	a2	high
Saisonende	b1	high
Saisonstart	b1	high
Saite	b1	low
Sakko	a2	high
Sakrament	b2	high
Salami	a1	high
Saldo	b2	low
Salto	a2	high
Salzen	a2	high
Samariter	b1	low
Samba	b1	high
Samen	b1	low
Sammelband	b2	low
Sammler	a2	high
Sammlung	b1	high
Sample	b1	high
Samstagabend	a2	high
Samstagmorgen	a1	high
Samt	b1	low
Sanatorium	b1	high
Sand-Birke	c2	high
Sandalen	a1	high
Sandkasten	a2	high
Sandmann	b1	low
Sandstein	b1	high
Sandwich	a1	high
Sang	c2	low
Sanierung	b2	high
Sanitäter	b1	high
Sarg	b1	low
Satellit	b1	high
Satiriker	b1	medium
Sattel	a2	high
Sattler	c1	low
Sau	b1	low
Sauerei	b2	low
Sauerkraut	a1	high
Sauerstoff	a2	high
Saum	b1	high
Sausen	b2	low
Sax	c2	high
Saxophon	a2	high
Scan	a2	high
Scanner	b1	low
Schach	a2	high
Schacht	b1	low
Schachzug	b2	high
Schadenersatz	b1	high
Schadenfreude	b2	high
Schaf	a2	high
Schaff	c2	low
Schaffner	a2	high
Schaffung	b2	low
Schaft	b2	high
Schal	a1	high
Schale	b1	low
Schall	b2	high
Schallplatte	a2	low
Schaltung	b2	low
Scham	b1	low
Schanze	b1	low
Schar	b2	medium
Scharfschütze	b1	high
Scharia	b2	low
Schatz	a2	high
Schatzkammer	b1	high
Schatzmeister	b1	high
Schau	b1	high
Schauer	b1	low
Schaufel	a2	high
Schaukel	a2	high
Schaum	b1	high
Schauplatz	b2	high
Schauspiel	b1	high
Schauspielerei	b1	high
Schauspielhaus	b1	high
Scheck	b1	high
Scheibenwischer	a2	high
Scheich	b1	medium
Schein-OP	c1	low
Scheitel	b1	high
Scheiterhaufen	c1	low
Scheiß	b1	low
Scheißdreck	b1	low
Scheiße	b1	low
Scheißen	b2	medium
Schelle	b1	low
Schema	b2	low
Schenke	b1	low
Schenkel	a2	high
Schenker	b1	low
Schenkung	c1	medium
Scherz	a2	high
Scheu	b1	low
Scheune	a2	high
Schick	b1	low
Schicksal	b2	medium
Schieber	b2	low
Schiedsgericht	b2	low
Schiedsrichter	b1	high
Schiefe	c1	low
Schiefer	b1	high
Schieflage	b2	high
Schiene	b1	low
Schießerei	b1	high
Schießstand	b2	high
Schiff-Fahrt	b1	high
Schiffbau	b2	low
Schiffer	b1	high
Schifffahrt	b1	low
Schilddrüse	b1	low
Schilderung	b1	low
Schildkröte	a2	high
Schilf	b1	high
Schimmel	a2	high
Schimmer	b1	high
Schimpfwort	b1	low
Schippe	b1	low
Schirmherrschaft	c1	high
Schiss	b1	low
Schizophrenie	b2	high
Schiß	b2	medium
Schlacht	b1	high
Schlachtfeld	b2	high
Schlachthof	b1	low
Schlachtung	b2	high
Schlaflosigkeit	b1	high
Schlafsack	a1	high
Schlagabtausch	b2	high
Schlaganfall	b1	low
Schlager	b1	high
Schlager-DJ	b2	low
Schlagwort	b2	high
Schlagzeilen	b2	low
Schlagzeug	b1	low
Schlagzeuger	b1	low
Schlamm	a2	high
Schlange	a2	high
Schlappe	b1	high
Schlauch	a2	high
Schlauchboot	a2	high
Schleicher	b2	low
Schleier	b1	low
Schleife	a2	low
Schleim	a2	high
Schlendern	b1	medium
Schlepper	b1	low
Schleuse	b2	medium
Schlich	c2	low
Schlichter	b1	low
Schließe	b1	high
Schließung	b1	high
Schliff	b2	low
Schlimmste	b1	low
Schlitten	a2	medium
Schlitz	b1	high
Schloss	a1	high
Schlosser	b1	high
Schlossgarten	b1	high
Schlosspark	b1	high
Schloßgarten	b1	high
Schlucht	b1	high
Schluck	b1	low
Schlussfolgerung	b2	high
Schlusslicht	b1	low
Schlusspfiff	b1	high
Schlussphase	b1	high
Schlussstrich	b2	high
Schlusswort	b1	high
Schlußpfiff	b1	low
Schlußstrich	b2	low
Schläger	b1	low
Schlägerei	b1	high
Schlüsselanhänger	a2	high
Schmach	c1	high
Schmalz	b1	high
Schmankerl	b2	low
Schmarotzer	b2	low
Schmecken	a2	high
Schmelz	b2	low
Schmerzensgeld	b2	high
Schmerzmittel	a2	high
Schmetterling	a2	medium
Schmied	b1	low
Schmiede	b1	low
Schmieden	b2	high
Schmieren	b2	low
Schmuck	a2	high
Schmuckstück	b1	high
Schnabel	a2	high
Schnappschuss	b1	high
Schnaps	a2	high
Schnarchen	b1	high
Schnauze	b1	medium
Schnecke	a2	high
Schnee-Eule	a2	high
Schneemann	a1	high
Schneid	b2	medium
Schneider	a2	high
Schnelle	b2	low
Schnelligkeit	b1	medium
Schnickschnack	b1	high
Schnitt	b1	low
Schnitte	a2	high
Schnitzer	b1	high
Schnurrbart	a2	high
Schnäppchen	b1	high
Schober	b1	low
Schornstein	a2	high
Schoss	c2	medium
Schotter	b1	high
Schoß	b1	low
Schraube	a2	high
Schrei	b1	high
Schreiber	b2	low
Schreibmaschine	a2	high
Schreibung	b1	low
Schreibweise	b1	high
Schreiner	b1	low
Schrieb	b2	low
Schriftart	b1	high
Schriftenreihe	c1	low
Schriftführer	b1	high
Schriftzeichen	b1	low
Schriftzug	b2	low
Schrott	b1	high
Schub	b1	high
Schublade	a2	high
Schuhe	a1	high
Schuhmacher	a2	low
Schulabschluss	b1	high
Schulalltag	b1	high
Schulbesuch	b1	high
Schulbildung	b1	high
Schulbus	a1	high
Schulden	a2	high
Schuldige	b1	high
Schuldner	c1	medium
Schulferien	a1	high
Schulgebäude	a2	high
Schulhaus	a2	high
Schulhof	a2	high
Schulklasse	a2	high
Schulleiter	b1	medium
Schulmedizin	c1	high
Schulmädchen	a1	high
Schulpflicht	b1	high
Schulsystem	b1	high
Schultag	a1	high
Schulung	b1	high
Schulunterricht	a1	high
Schulweg	a2	high
Schulwesen	b2	low
Schulzeit	a2	high
Schuppen	a2	high
Schuss	b1	low
Schusswaffe	b1	low
Schuster	b1	high
Schutt	b1	low
Schutzengel	b1	high
Schwabe	b1	low
Schwacher	a2	high
Schwachsinn	b1	low
Schwachstelle	b1	high
Schwager	b1	high
Schwalbe	a2	medium
Schwamm	a2	high
Schwan	a2	high
Schwangere	a2	high
Schwanz	a2	high
Schwarm	b1	high
Schwarz-Weiß-Aufnahme	b1	low
Schwarz-Weiß-Bild	a2	high
Schwarz-Weiß-Film	a2	high
Schwarzarbeit	b2	high
Schwarzer	b1	low
Schwarzmarkt	b1	high
Schwebe	b2	high
Schweben	b2	high
Schwede	a2	low
Schwedisch	a1	high
Schwefel	b2	low
Schweigepflicht	b2	high
Schweinchen	a2	high
Schweine-Latein	b2	low
Schweinefleisch	a1	high
Schweinehund	b1	high
Schweinerei	b1	low
Schweiß	a2	high
Schweißen	b2	low
Schwelle	b1	high
Schwellen	b1	low
Schwellung	b1	low
Schwere	b2	low
Schwergewicht	b1	low
Schwerkraft	b1	high
Schwerpunkt	b2	high
Schwiegereltern	a2	high
Schwiegermutter	a2	high
Schwiegersohn	b1	low
Schwiegertochter	a2	low
Schwiegervater	a2	high
Schwierigkeitsgrad	b1	high
Schwimmbecken	a2	high
Schwimmer	a2	high
Schwindel	b1	high
Schwingung	b2	high
Schwuler	b1	low
Schwung	b1	low
Schwur	c1	high
Schwäbisch	b1	low
Schwäche	b1	high
Schwächung	b2	high
Schwägerin	b1	high
Schädel	b1	low
Schädigung	b2	high
Schäfchen	b1	low
Schäferhund	a2	high
Schälen	a2	low
Schärfe	b1	low
Schätzung	b1	high
Schöne	b1	low
Schöner	b1	low
Schönes	b1	low
Schönste	a2	high
Schöpfung	c1	low
Schürze	a2	high
Schütze	b1	low
Schützenverein	b2	low
Schützling	c1	high
Science-Fiction	b1	medium
Science-Fiction-Autor	b1	low
Science-Fiction-Geschichte	b1	high
Science-Fiction-Roman	b1	high
Science-Fiction-Welt	b1	high
Scifi	a2	high
Scout	b1	high
Screen	a2	low
Screenshot	b1	high
Sechs	a2	low
Second-hand-Geschäft	a2	high
Seefahrer	b1	high
Seefahrt	b1	high
Seele	b1	high
Seelsorge	c1	low
Seelsorger	c1	high
Seemann	a2	high
Seenot	b2	high
Seenotrettung	b1	high
Segel	a2	high
Segeln	a2	high
Segen	b2	low
Segler	b1	low
Segment	b2	high
Sehnsucht	b2	high
Seide	a2	high
Seidel	b2	medium
Seil	a2	high
Seilbahn	a2	high
Seiler	c1	low
Seitenlinie	b1	low
Seitensprung	b1	low
Seitenwechsel	b1	high
Sekretariat	b1	high
Sekt	a2	high
Sekte	b1	low
Sektion	b2	low
Sektor	b2	low
Sekunde	a1	high
Selbstbestimmung	b2	high
Selbstbestimmungsrecht	b2	high
Selbstbild	b2	low
Selbsterkenntnis	b2	high
Selbsthilfe	b1	medium
Selbsthilfegruppe	b1	low
Selbstironie	b2	high
Selbstjustiz	b2	high
Selbstkontrolle	b1	low
Selbstkritik	b1	high
Selbstmitleid	b1	high
Selbstmord	b1	high
Selbstreflexion	b2	high
Selbstschutz	b1	high
Selbstständige	b1	high
Selbstständiger	b1	high
Selbstständigkeit	b1	high
Selbstverständnis	b2	high
Selbstverteidigung	b1	high
Selbstvertrauen	b1	high
Selbstverwaltung	b2	low
Selbstverwirklichung	b2	high
Selbstwertgefühl	b1	low
Selbstzweck	b2	low
Selbständige	b1	high
Selbständigkeit	b1	high
Selektion	b2	high
Selfie	a2	high
Selfie-Stick	a2	high
Sellerie	a2	high
Seltenheit	b1	high
Semantik	c1	low
Semesterferien	a2	high
Senat	b2	high
Senator	b1	low
Senatorin	b2	high
Senf	a1	high
Senior	a2	high
Senior-Partner	b2	low
Seniorin	a2	high
Senkrechte	b2	high
Senkung	b2	high
Sensation	b2	medium
Sense	b2	medium
Sensibilisierung	b2	high
Sensibilität	b1	high
Sensor	b1	high
Sequenz	b2	low
Sergeant	b1	high
Seriennummer	a2	high
Seriosität	b2	low
Server	a2	high
Service-Station	b1	low
Servieren	b1	low
Servus	a2	low
Session	b1	low
Set	a2	high
Set-Top-Box	b2	low
Setzung	c1	low
Seufzen	b2	low
Sex	a2	medium
Sexismus	b2	high
Sexualität	b1	medium
Sexvideo	b1	low
Shakespeare-Zitat	b1	medium
Shampoo	a1	high
Sheriff	a2	high
Shirt	a1	high
Shisha	b1	high
Shisha-Bar	b1	high
Shit	b2	medium
Shitstorm	b1	low
Shooting	b1	low
Shoppen	a2	high
Shopping	a2	high
Shopping-Center	a2	high
Shopping-Meile	b1	low
Shorts	a2	high
Show	a2	high
Showdown	b1	high
Shuttle	b1	low
Sichel	b1	high
Sicherheitsdienst	b1	high
Sicherheitskonferenz	b1	high
Sicherheitslücke	b1	high
Sicherheitspolitik	b2	high
Sicherheitsrisiko	b1	high
Sicherstellung	b2	low
Sicht	b1	high
Sichtbarkeit	b2	high
Sichtung	b2	high
Sichtweise	b1	low
Sieb	a2	high
Sieben	a1	high
Sieben-Sterne-Hotel	a2	high
Sieben-Tage-R	c1	low
Siebzehn-und-vier	c2	low
Siedler	b1	high
Siedlung	b1	high
Siegel	b1	high
Siegerehrung	b1	low
Siegeszug	b2	high
Siegtreffer	b1	low
Signal	a2	high
Signatur	b1	low
Silbe	b1	high
Silber	a2	high
Silhouette	b1	high
Silicon	b1	low
Silikon	b2	high
Silvester	a2	high
Silvesternacht	a2	high
Simpel	b2	low
Sims	b1	low
Simulation	b1	high
Simulator	b1	high
Sinfonie	b1	high
Singer-Songwriter	a2	high
Single-Action-Revolver	c2	low
Single-Malt-Whisky	b2	low
Singular	b1	medium
Sinnbild	b2	high
Sinnlichkeit	b2	low
Sintflut	b1	high
Sippe	b2	high
Sirup	a2	high
Sit-in	b2	low
Sit-up	a2	high
Sitcom	b1	low
Sitten	b2	high
Sitzbank	a2	high
Sitzplatz	a1	high
Sitzung	b1	high
Sitzungssaal	b1	high
Ska	b1	medium
Skandal	b1	high
Skateboard	a1	high
Skater	a1	high
Skelett	a2	high
Skeptiker	b1	high
Sketch	b1	high
Ski-Halle	b1	low
Skifahren	a1	high
Skin	b1	low
Skipper	b1	high
Skispringer	b1	high
Skizze	b1	high
Sklave	b1	high
Sklaverei	b1	high
Sklavin	b1	high
Sklerose	b2	high
Skript	b1	high
Skrupel	b2	high
Slalom	b1	low
Smart-TV	a2	high
Smartphone	b1	high
Smartwatch	b1	high
Smash	b1	high
Smiley	a1	high
Snack	a1	high
Sneaker	a2	high
Snooker	b2	low
Snowboard	a1	high
Sockel	b2	high
Soda	a2	medium
Soft-Eis	a2	low
Software-Archäologie	c2	high
Software-Entwickler	b1	high
Software-Programmierer	b1	high
Softwareentwicklung	b2	high
Sog	b2	low
Sohle	b1	high
Soja	b1	low
Solaranlage	b1	high
Solarstrom	b1	low
Sold	b2	low
Solist	b1	high
Soll	c1	low
Solo	a2	high
Solo-Konzert	a2	high
Sommerferien	a2	high
Sommerfest	a2	high
Sommerpause	b1	low
Sommersemester	a2	high
Sommertag	a1	high
Sommerurlaub	a1	high
Sommerzeit	a2	high
Sonate	b1	high
Sonde	b2	high
Sonderausgabe	b1	high
Sonderausstellung	b1	high
Sonderfall	b1	high
Sonderheft	b1	high
Sonderpreis	a2	high
Sonderstellung	b2	low
Sone	c2	high
Songwriter	b1	low
Sonnabend	a1	high
Sonnenbrand	a2	high
Sonnenbrille	a1	high
Sonnencreme	a2	high
Sonnenlicht	a1	high
Sonnenschein	a2	high
Sonnenschutz	a2	high
Sonnensystem	a2	high
Sonnenuntergang	a2	high
Sonntagabend	a1	high
Sonntagnachmittag	a2	high
Sonstiges	a2	low
Sopran	b2	high
Sopranistin	b2	high
Sorgerecht	b2	high
Sorgfalt	b2	high
Sorte	a2	high
Sortierung	b1	high
Sortiment	b2	medium
Soul-DJ	c1	low
Soundtrack	b1	high
Sozialarbeit	b1	high
Sozialhilfe	b1	high
Sozialisation	c1	low
Sozialist	b1	low
Sozialpolitik	b2	high
Sozialstaat	b2	high
Sozialversicherung	b2	high
Sozialwissenschaften	b1	high
Soziologie	b1	high
Space	c1	low
Spaghetti	a1	high
Spalt	b1	high
Spalte	b1	high
Spalten	b2	low
Spaltung	b2	high
Spam	a2	high
Spam-Mail	a2	high
Span	c1	medium
Spanier	a2	high
Spanisch	a1	high
Spanne	b1	high
Spannung	b1	high
Spannungsfeld	b2	low
Spannweite	b2	high
Sparbuch	a2	high
Spare	c1	low
Sparer	b1	low
Spargel	a2	high
Sparkasse	a2	high
Sparte	b1	high
Spatenstich	b2	low
Spatz	a2	high
Spaziergänger	a2	high
Spaß	a1	high
Spedition	b1	medium
Speed-Dating	b1	high
Speed-Junkie	b2	low
Speer	b1	low
Speichel	b1	high
Speicherplatz	a2	high
Speise	a2	high
Speiseplan	a2	high
Speiseröhre	b2	high
Speisesaal	b1	low
Spektakel	b2	low
Spekulation	b2	low
Spende	b1	low
Spendenaktion	b1	low
Spender	b1	high
Spengler	c1	low
Sperma	b2	low
Sperre	b1	high
Sperren	b2	low
Sperrmüll	b1	medium
Sperrung	b1	high
Spesen	b1	low
Spezialeinheit	b2	high
Spezialgebiet	b1	high
Spezialisierung	b2	high
Spezialität	a2	high
Spezies	b2	high
Spezifikation	b2	high
Sphäre	b2	high
Spiegelbild	b1	low
Spiegelung	b1	high
Spielball	b2	low
Spielbetrieb	b2	low
Spielchen	b1	high
Spieldauer	a2	high
Spielerei	b1	high
Spielertrainer	b1	low
Spielfeld	a2	high
Spielfilm	a2	high
Spielhalle	a2	high
Spielklasse	b1	low
Spielleiter	b1	low
Spielplan	b1	medium
Spielsachen	a1	high
Spielstand	a2	low
Spieltag	b1	low
Spielverlauf	b1	low
Spielweise	b1	high
Spieß	b1	low
Spießer	b1	low
Spike	b1	high
Spinat	a2	high
Spinne	a2	medium
Spinnen	c1	high
Spinner	b1	high
Spion	a2	high
Spionage-U-Boot	b2	low
Spirale	b1	high
Spiritualität	b2	low
Spirituosen	b2	high
Spiritus	b1	high
Spital	b1	low
Spitze	b1	low
Spitzel	b1	high
Spitzengruppe	b1	high
Spitzenkandidat	b2	high
Spitzenkandidatin	b1	low
Spitzenpolitiker	b1	high
Spitzer	a1	high
Spitzname	b1	medium
Splitter	b1	high
Spoiler	b1	low
Sport-BH	a2	high
Sport-Top	a2	high
Sporthalle	a2	high
Sportunterricht	a2	high
Sportverein	a2	high
Sportwagen	a2	high
Spot	b1	high
Spott	b1	high
Sprachgebrauch	b2	low
Sprachkenntnisse	a2	high
Sprachkurs	a1	high
Sprachkurse	a2	high
Sprachraum	b2	low
Sprachrohr	b2	high
Sprachwissenschaft	b2	low
Spray	a2	high
Sprecher	b1	high
Sprecherin	b1	low
Sprengstoff	b1	high
Sprichwort	b1	high
Springer	b1	high
Sprint	a2	high
Sprinter	b1	high
Spritzer	b1	high
Spross	b2	high
Spruch	b1	low
Spucke	b1	low
Spuk	b1	high
Spule	b2	high
Spurensicherung	b1	medium
Spätherbst	a2	high
Spätsommer	a2	high
Spätzle	b1	low
Spüle	a2	high
Spülmaschine	a2	high
Spülung	b1	high
Staat	a2	low
Staatsangehörige	b1	high
Staatsangehörigkeit	b1	high
Staatsanwalt	b2	high
Staatsanwaltschaft	c1	high
Staatsanwältin	b1	high
Staatsbürger	b1	high
Staatsbürgerschaft	b2	high
Staatsdienst	b1	high
Staatsexamen	b2	high
Staatsform	b1	high
Staatsgebiet	b2	high
Staatsgewalt	b2	high
Staatsmann	b1	low
Staatsregierung	b2	medium
Staatssekretärin	b2	high
Staatsstraße	b1	medium
Staatsstreich	b1	high
Staatsverschuldung	b2	high
Staatsvertrag	b2	low
Stab	b1	low
Stabilisierung	b2	high
Stabilität	b1	high
Stachel	a2	high
Stacheldraht	b1	high
Stadium	b1	low
Stadt-Land-Gegensatz	b2	low
Stadtbahn	a2	high
Stadtbezirk	a2	high
Stadtbibliothek	a1	high
Stadtbücherei	a2	high
Stadtentwicklung	b2	high
Stadtfest	a2	high
Stadtgebiet	b1	low
Stadtgemeinde	b1	high
Stadtgrenze	a2	high
Stadthalle	a2	high
Stadthaus	a2	high
Stadtkern	a2	high
Stadtkirche	a2	high
Stadtmauer	a2	high
Stadtmuseum	a2	high
Stadtplaner	b1	low
Stadtplanung	b2	high
Stadtrand	b1	low
Stadtverkehr	a2	high
Stadtverwaltung	b1	high
Stadtviertel	a2	high
Stadtwald	a2	high
Stadtzentrum	a2	high
Staffel	b1	low
Stagnation	b2	high
Stalinismus	b2	high
Stalker	b2	high
Stamm	b1	high
Stammbaum	b1	high
Stammplatz	b1	high
Stammspieler	b1	medium
Stammtisch	b2	low
Stand	b1	low
Stand-up-Comedy	b1	high
Standard	b1	high
Standardisierung	b2	high
Standardwerk	b1	low
Standbein	b2	low
Standesamt	b1	high
Standort	b1	high
Stange	a2	high
Starkregen	b1	medium
Starre	c1	low
Starren	b2	low
Start-up	b1	high
Start-up-Unternehmen	b2	low
Startelf	b1	low
Starter	b1	high
Startplatz	b1	low
Startpunkt	a2	high
Startseite	a2	high
Stasi-Agent	b2	low
Stasi-Vergangenheit	c1	low
Statement	b1	high
Statik	c1	high
Statistiker	b1	high
Stativ	b1	high
Statue	a2	high
Status	b1	high
Staunen	b1	high
Stausee	b1	high
Steak	a2	high
Stecher	b1	low
Steckbrief	b1	medium
Steg	b1	low
Steige	c1	low
Steigerung	b1	high
Steigung	b1	low
Steinbruch	b1	low
Steinmetz	b2	high
Stellenwert	b2	high
Stellplatz	a2	high
Stellvertreter	b1	high
Stellwerk	c1	high
Step	b1	low
Steppe	b1	high
Sterbehilfe	b1	high
Sterbende	b1	high
Sterblichkeit	b2	high
Stereotype	b2	high
Sternchen	a2	low
Sternenhimmel	a2	high
Sternwarte	b1	low
Steuerberater	b1	high
Steuererklärung	b1	high
Steuergeld	b1	high
Steuerhinterziehung	b2	high
Steuermann	b2	high
Steuerrecht	c1	low
Steuerreform	b1	low
Steuersatz	b1	high
Steuerung	b2	high
Steuerzahler	b1	high
Stich	b1	low
Stichtag	b1	high
Stichwahl	b2	low
Stichwort	b1	high
Stick	a2	high
Sticker	a2	high
Stickstoff	c1	medium
Stiefmutter	a2	high
Stiefvater	a2	high
Stiel	b1	high
Stifter	b2	low
Stiftung	b1	high
Stigmatisierung	b2	high
Stille	a2	high
Stiller	b2	low
Stilllegung	c1	low
Stillschweigen	b1	high
Stillstand	b1	high
Stilmittel	b2	low
Stimmabgabe	b2	low
Stimmrecht	b1	high
Stimmzettel	b1	low
Stimulation	b2	low
Stirn	a2	high
Stockholm-Syndrom	c1	medium
Stoffwechsel	b2	medium
Stollen	b2	high
Stop-and-go	b2	low
Stop-and-go-Verkehr	b1	medium
Stopp	a1	high
Storch	a1	high
Stoß	b1	low
Stoßstange	b1	high
Strafanzeige	b1	high
Strafbarkeit	c1	low
Strafgesetzbuch	c1	low
Strafmaß	b2	high
Strafraum	b1	high
Straftat	b1	low
Straftäter	b2	high
Strafverfahren	b2	high
Strafverfolgung	b2	high
Strafvollzug	c1	high
Strafzettel	b1	high
Strahl	b1	low
Strahlung	b2	high
Strang	b1	high
Strasser	c2	high
Strauch	a2	high
Straß	c2	low
Straße-Schiene-Verkehr	c1	low
Straßenbau	b1	medium
Straßenverkehr	b1	high
Streaming	b1	high
Strebe	b1	high
Streber	b1	low
Streckenabschnitt	b1	low
Streich	b1	low
Streichquartett	b1	high
Streichung	b2	high
Streife	b1	medium
Streifen	b1	high
Streifenwagen	b1	high
Streitereien	b1	low
Streitigkeiten	b1	high
Strenge	b2	high
Strick	b1	low
Stricken	a2	high
Strike	c1	low
String	b2	low
Strip-Poker	b1	low
Stroh	a2	high
Stromausfall	b1	high
Stromerzeugung	b1	high
Stromnetz	b1	high
Strompreis	b1	high
Strophe	b1	high
Strudel	b1	low
Strukturwandel	b2	high
Strumpfhose	a2	high
Strömen	b2	medium
Stube	b1	low
Stuck	c1	low
Studenten-WG	b1	low
Studi	a2	high
Studiengang	b1	high
Studiengebühren	b1	high
Stuhlgang	b2	high
Stumpf	b1	high
Stunt	b1	high
Sturz	b1	high
Stute	b1	low
Styling	b1	low
Stäbchen	b1	high
Städtchen	a2	high
Städtebau	b2	high
Städtepartnerschaft	b2	high
Städter	b1	high
Ständer	b1	low
Stärkere	b1	medium
Stärkung	b1	low
Stätte	c1	low
Stöhnen	b1	low
Stückchen	a2	high
Stückzahl	b2	low
Stürmer	b1	low
Stütze	b1	high
Stützpunkt	b1	high
Subjekt	b1	low
Subkultur	b2	high
Substanz	b2	low
Substrat	c1	high
Suche	a2	high
Sucher	b1	low
Suchfunktion	a2	high
Suchmaschine	b1	high
Suchmaschinenoptimierung	b2	low
Sud	b1	high
Suite	b2	low
Sumpf	a2	low
Super-8-Film	c2	low
Super-Riesenslalom	c1	low
Superman-Kostüm	a2	low
Superstar	a2	high
Supplement	b2	high
Surfen	a2	high
Surfer	a2	high
Surprise-Party	b1	high
Sushi	a1	high
Sushi-Restaurant	a1	high
Swimmingpool	a1	high
Swing	b1	low
Swinger	b1	low
Switch	b2	low
Symbolbild	b2	low
Symbolik	b2	high
Symmetrie	b2	high
Symposium	c1	high
Synagoge	b1	medium
Synchronisation	b1	low
Synchronsprecher	b1	high
Syndrom	c1	low
Synode	c1	low
Synonym	b1	high
Syntax	b1	low
Synthese	c1	low
Syphilis	b2	low
Syrer	a2	high
Syrisch	c1	low
Systematik	b2	low
Szenario	b1	high
Säbel	b1	medium
Sägewerk	b1	high
Säuberung	b2	low
Säugetiere	b1	high
Säugling	b1	high
Säule	b1	low
Säure	b1	low
Säure-Base-Reaktion	c2	high
Säure-Basen-Haushalt	c2	high
Söldner	b1	high
Südländer	b1	medium
Südost	a2	high
Südosten	a1	high
Südsee	a2	medium
Südseite	a2	high
Südwest	a2	high
Südwesten	a2	high
Sünde	b1	low
Sündenbock	b2	high
Sünder	b1	high
Süße	b1	low
Süßes	a2	high
Süßwasser	b1	low
T-Bone-Steak	b1	high
T-Kreuzung	a2	high
T-Stück	c1	low
T-Träger	c2	high
T-Zelle	c1	high
T-Zone	b2	low
TNT-Ladung	c1	low
TV-Duell	b2	high
TV-Format	b1	low
TV-Koch	b1	high
TV-Serie	a2	high
TV-Turm	a2	high
TV-Übertragung	b1	low
Tabak	a2	high
Tabellenführer	b1	medium
Tabellenführung	b1	low
Tabellenplatz	b1	low
Tablet-PC	a2	high
Tablett	a2	high
Tabu	b1	high
Tagebau	b2	high
Tageblatt	b1	low
Tagebuch	a2	high
Tageslicht	a2	high
Tagesordnung	b1	high
Tageszeitung	a2	high
Tagung	b1	high
Tai-Chi	b1	high
Taifun	a2	high
Taille	a2	high
Taiwan-Dollar	c2	low
Taktik	b1	high
Talk	c2	medium
Talk-Show	a2	high
Talkshow	a2	high
Talkshow-Gast	b1	low
Tandem	a2	high
Tang	b1	low
Tango	a2	high
Tank	a2	high
Tanke	a2	low
Tanker	a2	high
Tannenbaum	a1	high
Tante-Emma-Laden	b1	low
Tanzen	a2	high
Tanzfläche	a2	high
Tanzmusik	a2	high
Tanzschule	a2	high
Tao	c1	low
Tapete	a2	high
Tapferkeit	b1	low
Tara	c1	low
Tarif	b1	high
Tarifvertrag	b2	high
Tarnung	b2	low
Tarzan	b2	medium
Taschenbuch	a1	high
Taschenlampe	a2	high
Taschenmesser	a2	high
Taschenrechner	a1	high
Tatbestand	c1	high
Tatort	a2	high
Tattoo	a2	high
Tatverdächtige	b1	high
Tatwaffe	b1	high
Tau	a2	high
Taube	a2	high
Taucher	a2	high
Taufe	b1	low
Tausch	b1	high
Tausender	b1	high
Taverne	b1	high
Taxifahrer	a1	high
Teamchef	a2	high
Teamgeist	a2	high
Teamkollege	b1	high
Teamleiter	a2	high
Technik-Panne	b1	low
Techniker	b1	high
Techno	b1	low
Techno-DJ	b1	low
Teddy	a1	high
Tee-Ei	b1	low
Tee-Export	b1	low
Teelöffel	a1	high
Teenager	a2	high
Teenager-Sprache	b1	low
Teenie	a2	high
Teer	b1	high
Teig	a2	high
Teilbereich	b1	high
Teilchen	b1	low
Teilhabe	b2	high
Teilhaber	b2	high
Teilnehmerfeld	b1	low
Teilnehmerzahl	a2	high
Teilstück	b1	medium
Teilung	b2	low
Teint	b2	high
Tele	b2	low
Telefonat	a2	high
Telefonbuch	a1	high
Telefonsex	b1	high
Telegramm	b1	high
Telekommunikation	b2	high
Teleskop	a2	high
Tell	c2	high
Tellerrand	b1	high
Temperament	b1	high
Tempo-30-Zone	a2	low
Tendenz	b2	medium
Tenor	b2	low
Tequila	a1	high
Terminologie	b2	low
Terminus	c1	high
Terrain	b1	high
